pin,geometry,certified_tot,class
17221101351101,POINT (-87.6213988334 41.866858257),41516.0,299
17221101351171,POINT (-87.6213988334 41.866858257),40630.0,299
17221101351192,POINT (-87.6213988334 41.866858257),74094.0,299
17221101351322,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351450,POINT (-87.6213988334 41.866858257),5425.0,299
17221101351460,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351474,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351519,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351547,POINT (-87.6213988334 41.866858257),2712.0,299
17221101351583,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351592,POINT (-87.6213988334 41.866858257),5425.0,299
17221101351652,POINT (-87.6213988334 41.866858257),5425.0,299
17223020140000,POINT (-87.6234843295 41.8585903491),93677.0,597
17212101481012,POINT (-87.6281816314 41.8610519616),31665.0,299
17212101481043,POINT (-87.6281816314 41.8610519616),43982.0,299
17212101481082,POINT (-87.6281816314 41.8610519616),30499.0,299
17212101481136,POINT (-87.6281816314 41.8610519616),26395.0,299
17212101481225,POINT (-87.6281816314 41.8610519616),45157.0,299
17212101481231,POINT (-87.6281816314 41.8610519616),37535.0,299
17212101481232,POINT (-87.6281816314 41.8610519616),38715.0,299
17212101481304,POINT (-87.6281816314 41.8610519616),49267.0,299
17212101481366,POINT (-87.6281816314 41.8610519616),1500.0,299
17212101481386,POINT (-87.6281816314 41.8610519616),1000.0,299
17212101481418,POINT (-87.6281816314 41.8610519616),2500.0,299
17212101481449,POINT (-87.6281816314 41.8610519616),6000.0,299
17212101481469,POINT (-87.6281816314 41.8610519616),6000.0,299
17212101481517,POINT (-87.6281816314 41.8610519616),2500.0,299
17212101481519,POINT (-87.6281816314 41.8610519616),2500.0,299
17212101481674,POINT (-87.6281816314 41.8610519616),2000.0,299
17212101481679,POINT (-87.6281816314 41.8610519616),2000.0,299
17223120271001,POINT (-87.6243509782 41.8552225448),19000.0,299
17223120271023,POINT (-87.6243509782 41.8552225448),18000.0,299
17223120271032,POINT (-87.6243509782 41.8552225448),1000.0,299
17223120271060,POINT (-87.6243509782 41.8552225448),1000.0,299
17212101391099,POINT (-87.629952428 41.8610985002),1500.0,299
17212101391109,POINT (-87.629952428 41.8610985002),1500.0,299
17212101391114,POINT (-87.629952428 41.8610985002),1500.0,299
17212101391127,POINT (-87.629952428 41.8610985002),1500.0,299
17212130490000,POINT (-87.628728828 41.8649589557),7742.0,241
17214090341014,POINT (-87.6276731603 41.8570233136),38001.0,299
17214090341033,POINT (-87.6276731603 41.8570233136),34000.0,299
17214140111011,POINT (-87.6278380974 41.8558146578),31615.0,299
17214140111017,POINT (-87.6278380974 41.8558146578),20519.0,299
17214140111047,POINT (-87.6278380974 41.8558146578),27672.0,299
17214140111078,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111097,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111110,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111126,POINT (-87.6278380974 41.8558146578),17622.0,299
17214140111141,POINT (-87.6278380974 41.8558146578),18146.0,299
17214140111168,POINT (-87.6278380974 41.8558146578),19157.0,299
17214140111170,POINT (-87.6278380974 41.8558146578),19157.0,299
17214140111209,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111233,POINT (-87.6278380974 41.8558146578),2968.0,299
17223020511026,POINT (-87.6235022191 41.8593734044),21000.0,299
17223020511080,POINT (-87.6235022191 41.8593734044),1000.0,299
17223060461024,POINT (-87.6243783915 41.8565968215),1501.0,299
17223020511092,POINT (-87.6235022191 41.8593734044),2000.0,299
17223020511098,POINT (-87.6235022191 41.8593734044),2000.0,299
17223020511139,POINT (-87.6235022191 41.8593734044),500.0,299
17223030630000,POINT (-87.6209992507 41.8585314217),121000.0,295
17223040921039,POINT (-87.6203954979 41.8594696522),40758.0,299
17223040921080,POINT (-87.6203954979 41.8594696522),49688.0,299
17223040921115,POINT (-87.6203954979 41.8594696522),60850.0,299
17223040921156,POINT (-87.6203954979 41.8594696522),52477.0,299
17223040921160,POINT (-87.6203954979 41.8594696522),41877.0,299
17223040921186,POINT (-87.6203954979 41.8594696522),31268.0,299
17223040921200,POINT (-87.6203954979 41.8594696522),54710.0,299
17223040921238,POINT (-87.6203954979 41.8594696522),31829.0,299
17223040921263,POINT (-87.6203954979 41.8594696522),47456.0,299
17223040921325,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921337,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921360,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921476,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921491,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921492,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921517,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921563,POINT (-87.6203954979 41.8594696522),2759.0,299
17223040921630,POINT (-87.6203954979 41.8594696522),2759.0,299
17212111360000,POINT (-87.6276400072 41.8627731989),46000.0,295
17212112500000,POINT (-87.6299342799 41.866115469),41000.0,295
17212101391045,POINT (-87.629952428 41.8610985002),36593.0,299
17212101391049,POINT (-87.629952428 41.8610985002),40248.0,299
17212101391053,POINT (-87.629952428 41.8610985002),39043.0,299
17212101391093,POINT (-87.629952428 41.8610985002),1500.0,299
17212101391134,POINT (-87.629952428 41.8610985002),2500.0,299
17214110420000,POINT (-87.6296407898 41.8559321533),53435.0,295
17221060761027,POINT (-87.6269061084 41.8620909336),28275.0,299
17221060761037,POINT (-87.6269061084 41.8620909336),66755.0,299
17221060761065,POINT (-87.6269061084 41.8620909336),31670.0,299
17221070801033,POINT (-87.6245472829 41.8637764507),32943.0,299
17221070801064,POINT (-87.6245472829 41.8637764507),23952.0,299
17221070801076,POINT (-87.6245472829 41.8637764507),34143.0,299
17221070801119,POINT (-87.6245472829 41.8637764507),25156.0,299
17221070801149,POINT (-87.6245472829 41.8637764507),33531.0,299
17221070801155,POINT (-87.6245472829 41.8637764507),34743.0,299
17221070801162,POINT (-87.6245472829 41.8637764507),27547.0,299
17221070801246,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801255,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801271,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801314,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801315,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801325,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801339,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801368,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801393,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801395,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801411,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801413,POINT (-87.6245472829 41.8637764507),3000.0,299
17221070801512,POINT (-87.6245472829 41.8637764507),3000.0,299
17221090480000,POINT (-87.6215678488 41.8634981325),108000.0,295
17214140111087,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111230,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111240,POINT (-87.6278380974 41.8558146578),2968.0,299
17214140111225,POINT (-87.6278380974 41.8558146578),2968.0,299
17212101391066,POINT (-87.629952428 41.8610985002),43898.0,299
17212101391106,POINT (-87.629952428 41.8610985002),1500.0,299
17212101391155,POINT (-87.629952428 41.8610985002),1500.0,299
17214080291019,POINT (-87.6290787119 41.8571060436),31000.0,299
17214080291038,POINT (-87.6290787119 41.8571060436),42000.0,299
17212113300000,POINT (-87.6286747435 41.8637668107),63000.0,295
17212101190000,POINT (-87.6282343039806 41.86151439772264),97631.0,278
17212101350000,POINT (-87.62841978607132 41.86160202381256),185.0,100
17212101451002,POINT (-87.62906041420891 41.861098375823154),29106.0,299
17212101451022,POINT (-87.62906041420891 41.861098375823154),53802.0,299
17212101510000,POINT (-87.6281816279 41.8610519591),155495.0,597
17212110900000,POINT (-87.62765834643967 41.86340566896538),72000.0,295
17212140050000,POINT (-87.62767155357815 41.86429118236381),59000.0,295
17214040030000,POINT (-87.62911351700836 41.858533729467545),0.0,EX
17214090368002,POINT (-87.6281140658 41.8576267539),6394.0,290
17214090371002,POINT (-87.6276604379 41.8574871195),40174.0,299
17214090371006,POINT (-87.62766043790103 41.85748711946483),37112.0,299
17214090371010,POINT (-87.6276604379 41.8574871195),49211.0,299
17214090371013,POINT (-87.6276604379 41.8574871195),48160.0,299
17214090371014,POINT (-87.6276604379 41.8574871195),36077.0,299
17214090371017,POINT (-87.6276604379 41.8574871195),48641.0,299
17214090371024,POINT (-87.6276604379 41.8574871195),37478.0,299
17214090371030,POINT (-87.62766043790103 41.85748711946483),56041.0,299
17214090371033,POINT (-87.6276604379 41.8574871195),56041.0,299
17214240200000,POINT (-87.62900699683195 41.85415886057587),28495.0,390
17221000368002,POINT (-87.62657761124423 41.8669995395076),2450.0,590
17221000391008,POINT (-87.62695031322731 41.866151047640365),48450.0,299
17221000391010,POINT (-87.62695031322731 41.866151047640365),22800.0,299
17221000391029,POINT (-87.62695031322731 41.866151047640365),22800.0,299
17221000391037,POINT (-87.62695031322731 41.866151047640365),18050.0,299
17221000391042,POINT (-87.62695031322731 41.866151047640365),30400.0,299
17221000391100,POINT (-87.62695031322731 41.866151047640365),23750.0,299
17221000391106,POINT (-87.62695031322731 41.866151047640365),23750.0,299
17221000391117,POINT (-87.62695031322731 41.866151047640365),19000.0,299
17221000391130,POINT (-87.62695031322731 41.866151047640365),26600.0,299
17221000391161,POINT (-87.62695031322731 41.866151047640365),24700.0,299
17221000391179,POINT (-87.62695031322731 41.866151047640365),24700.0,299
17221000391207,POINT (-87.62695031322731 41.866151047640365),25650.0,299
17221000391213,POINT (-87.62695031322731 41.866151047640365),25650.0,299
17221000391226,POINT (-87.62695031322731 41.866151047640365),27550.0,299
17221000391242,POINT (-87.62695031322731 41.866151047640365),25650.0,299
17221000391249,POINT (-87.62695031322731 41.866151047640365),23750.0,299
17221000391267,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391295,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391313,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391319,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391333,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391334,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391339,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391343,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391358,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391426,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391434,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391435,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391472,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391487,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000391505,POINT (-87.62695031322731 41.866151047640365),2000.0,299
17221000410000,POINT (-87.6269458315977 41.86595869752033),245737.0,597
17221010100000,POINT (-87.62531334607661 41.86661408244703),109330.0,592
17221010381027,POINT (-87.62530480711892 41.86624010580501),1000.0,299
17221010431016,POINT (-87.62460171154176 41.86614044932743),20000.0,299
17221010431192,POINT (-87.62460171154176 41.86614044932743),50000.0,299
17221010431199,POINT (-87.62460171154176 41.86614044932743),52000.0,299
17221010431210,POINT (-87.62460171154176 41.86614044932743),59000.0,299
17221010431261,POINT (-87.62460171154176 41.86614044932743),2500.0,299
17221010431265,POINT (-87.62460171154176 41.86614044932743),2500.0,299
17221010431326,POINT (-87.62460171154176 41.86614044932743),4000.0,299
17221010431337,POINT (-87.62460171154176 41.86614044932743),2500.0,299
17221010431381,POINT (-87.62460171154176 41.86614044932743),4001.0,299
17221010431406,POINT (-87.62460171154176 41.86614044932743),4000.0,299
17221010431413,POINT (-87.62460171154176 41.86614044932743),2500.0,299
17221010431431,POINT (-87.62460171154176 41.86614044932743),2500.0,299
17221010431448,POINT (-87.62460171154176 41.86614044932743),2500.0,299
17221010431457,POINT (-87.62460171154176 41.86614044932743),2500.0,299
17221010431464,POINT (-87.62460171154176 41.86614044932743),4000.0,299
17221010431477,POINT (-87.62460171154176 41.86614044932743),2500.0,299
17221010431482,POINT (-87.62460171154176 41.86614044932743),2500.0,299
17221010431514,POINT (-87.62460171154176 41.86614044932743),4000.0,299
17221030521014,POINT (-87.62623984613171 41.86476913695672),33600.0,299
17221030521030,POINT (-87.62623984613171 41.86476913695672),34300.0,299
17221030521032,POINT (-87.62623984613171 41.86476913695672),36401.0,299
17221030521056,POINT (-87.62623984613171 41.86476913695672),67200.0,299
17221030521057,POINT (-87.62623984613171 41.86476913695672),20300.0,299
17221030521074,POINT (-87.62623984613171 41.86476913695672),34300.0,299
17221030521248,POINT (-87.62623984613171 41.86476913695672),1500.0,299
17221040381021,POINT (-87.62525097570419 41.86444090845181),35238.0,299
17221040381023,POINT (-87.62525097570419 41.86444090845181),22979.0,299
17221040381062,POINT (-87.62525097570419 41.86444090845181),35238.0,299
17221040381128,POINT (-87.62525097570419 41.86444090845181),2500.0,299
17221040381139,POINT (-87.62525097570419 41.86444090845181),2500.0,299
17221040381140,POINT (-87.62525097570419 41.86444090845181),2500.0,299
17221050260000,POINT (-87.62295950934417 41.864206769903234),0.0,EX
17221050391002,POINT (-87.62307288762315 41.86554844640567),36840.0,299
17221050391004,POINT (-87.62307288762315 41.86554844640567),37069.0,299
17221050391032,POINT (-87.62307288762315 41.86554844640567),37516.0,299
17221050391138,POINT (-87.62307288762315 41.86554844640567),63134.0,299
17221050391151,POINT (-87.62307288762315 41.86554844640567),3985.0,299
17221050391179,POINT (-87.62307288762315 41.86554844640567),3985.0,299
17221050391221,POINT (-87.62307288762315 41.86554844640567),3985.0,299
17221050391237,POINT (-87.62307288762315 41.86554844640567),3985.0,299
17221050391255,POINT (-87.62307288762315 41.86554844640567),3985.0,299
17221050391290,POINT (-87.62307288762315 41.86554844640567),3985.0,299
17221050421002,POINT (-87.62369340698561 41.86503972544126),51467.0,299
17221050421003,POINT (-87.62369340698561 41.86503972544126),51467.0,299
17221050501569,POINT (-87.6236805959 41.8644851704),1000.0,299
17221060741065,POINT (-87.62619562845084 41.86165329303677),26036.0,299
17221060741073,POINT (-87.62619562845084 41.86165329303677),34249.0,299
17221070701034,POINT (-87.6251719967205 41.86050638144688),39842.0,299
17221070701076,POINT (-87.6251719967205 41.86050638144688),34254.0,299
17221070701089,POINT (-87.6251719967205 41.86050638144688),29260.0,299
17221070701109,POINT (-87.6251719967205 41.86050638144688),39840.0,299
17221070701136,POINT (-87.6251719967205 41.86050638144688),34254.0,299
17221070701147,POINT (-87.6251719967205 41.86050638144688),33000.0,299
17221070701149,POINT (-87.6251719967205 41.86050638144688),29260.0,299
17221070701164,POINT (-87.6251719967205 41.86050638144688),29260.0,299
17221070701165,POINT (-87.6251719967205 41.86050638144688),34864.0,299
17221070701171,POINT (-87.6251719967205 41.86050638144688),50427.0,299
17221070701197,POINT (-87.6251719967205 41.86050638144688),2500.0,299
17221070701205,POINT (-87.6251719967205 41.86050638144688),2500.0,299
17221070701229,POINT (-87.6251719967205 41.86050638144688),2500.0,299
17221070701238,POINT (-87.6251719967205 41.86050638144688),2500.0,299
17221070701239,POINT (-87.6251719967205 41.86050638144688),2500.0,299
17221070701240,POINT (-87.6251719967205 41.86050638144688),2500.0,299
17221070701274,POINT (-87.6251719967205 41.86050638144688),2500.0,299
17221070701275,POINT (-87.6251719967205 41.86050638144688),2500.0,299
17221070701285,POINT (-87.6251719967205 41.86050638144688),2500.0,299
17221070930000,POINT (-87.6245143773918 41.86229713257322),7438.0,397
17221071000000,POINT (-87.6252488694 41.8637930779),5680819.0,391
17221080811003,POINT (-87.62287095584632 41.86057675152995),41000.0,299
17221080811019,POINT (-87.62287095584632 41.86057675152995),29000.0,299
17221080811035,POINT (-87.62287095584632 41.86057675152995),32000.0,299
17221080811043,POINT (-87.62287095584632 41.86057675152995),1000.0,299
17221080811071,POINT (-87.62287095584632 41.86057675152995),1000.0,299
17221090440000,POINT (-87.62157229130057 41.86371008538193),90922.0,295
17221090690000,POINT (-87.62129152835229 41.86268212019685),74045.0,295
17221090770000,POINT (-87.62152732450133 41.86309339428424),74084.0,295
17221090960000,POINT (-87.62215195547637 41.8631494460987),60724.0,295
17221101410000,POINT (-87.6201049797 41.8626213275),162.0,100
17223000740000,POINT (-87.62611725525875 41.85853664894534),157138.0,590
17223000791006,POINT (-87.6268435493 41.8599651584),23001.0,299
17223000791067,POINT (-87.6268435493 41.8599651584),1000.0,299
17223020461003,POINT (-87.62289549745795 41.859388825086135),33026.0,299
17223020461060,POINT (-87.62289549745795 41.859388825086135),2805.0,299
17223020461088,POINT (-87.62289549745795 41.859388825086135),774.0,299
17223020461101,POINT (-87.62289549745795 41.859388825086135),774.0,299
17223020491007,POINT (-87.62267975263559 41.85959003629123),48001.0,299
17223020501017,POINT (-87.62351251291621 41.85982404980541),54534.0,299
17223030570000,POINT (-87.62141169573678 41.85808295371703),146000.0,295
17223030810000,POINT (-87.62143343975384 41.858300415703226),104000.0,295
17223060350000,POINT (-87.62435921975788 41.85576114748368),0.0,EX
17223090910000,POINT (-87.62045917944369 41.85632268702349),131000.0,295
17223091210000,POINT (-87.61993838972826 41.85678070344522),1.0,100
17223091240000,POINT (-87.6197851887 41.8568293285),106000.0,295
17223091300000,POINT (-87.6195862406 41.856793779),1.0,100
17223091360000,POINT (-87.6202478275 41.8556682563),180866.0,295
17223091370000,POINT (-87.6202487298 41.8557072971),64792.0,241
17223091450000,POINT (-87.620044977 41.8558764029),139180.0,295
17223100151032,POINT (-87.61885668752731 41.85706793864174),22907.0,299
17223100151074,POINT (-87.61885668752731 41.85706793864174),25087.0,299
17223100151162,POINT (-87.61885668752731 41.85706793864174),26181.0,299
17223100151226,POINT (-87.61885668752731 41.85706793864174),3000.0,299
17223100151256,POINT (-87.61885668752731 41.85706793864174),3000.0,299
17223100151288,POINT (-87.61885668752731 41.85706793864174),3000.0,299
17223100151293,POINT (-87.61885668752731 41.85706793864174),3000.0,299
17223100151302,POINT (-87.61885668752731 41.85706793864174),3000.0,299
17223100151364,POINT (-87.61885668752731 41.85706793864174),3000.0,299
17223100151369,POINT (-87.61885668752731 41.85706793864174),3000.0,299
17223100151380,POINT (-87.61885668752731 41.85706793864174),3000.0,299
17223100151385,POINT (-87.61885668752731 41.85706793864174),3000.0,299
17223100251036,POINT (-87.61866477793927 41.856280091367005),32918.0,299
17223100251061,POINT (-87.61866477793927 41.856280091367005),54404.0,299
17223100251093,POINT (-87.61866477793927 41.856280091367005),23019.0,299
17223100251106,POINT (-87.61866477793927 41.856280091367005),24726.0,299
17223100251140,POINT (-87.61866477793927 41.856280091367005),32926.0,299
17223100251148,POINT (-87.61866477793927 41.856280091367005),44477.0,299
17223100251175,POINT (-87.61866477793927 41.856280091367005),57689.0,299
17223100251194,POINT (-87.61866477793927 41.856280091367005),46161.0,299
17223100251242,POINT (-87.61866477793927 41.856280091367005),46128.0,299
17223100251275,POINT (-87.61866477793927 41.856280091367005),26328.0,299
17223100251310,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251312,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251321,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251348,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251381,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251392,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251416,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251451,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251466,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251520,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251535,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251536,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251542,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223100251591,POINT (-87.61866477793927 41.856280091367005),3434.0,299
17223190300000,POINT (-87.62314587835903 41.85327067799845),302450.0,597
17225000370000,POINT (-87.62686597510387 41.862371807074695),0.0,EX
17212113150000,POINT (-87.6296756576 41.8664969555),57000.0,295
17221050531194,POINT (-87.623702005 41.8654123385),32270.0,299
17221050531234,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531237,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531252,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531287,POINT (-87.623702005 41.8654123385),3199.0,299
17221050531360,POINT (-87.623702005 41.8654123385),3199.0,299
17221061201007,POINT (-87.6268943374 41.8616161645),18000.0,299
17221061201018,POINT (-87.6268943374 41.8616161645),21001.0,299
17221061201030,POINT (-87.6268943374 41.8616161645),26000.0,299
17221061201035,POINT (-87.6268943374 41.8616161645),21000.0,299
17221061201063,POINT (-87.6268943374 41.8616161645),24000.0,299
17221061201075,POINT (-87.6268943374 41.8616161645),24001.0,299
17221061201121,POINT (-87.6268943374 41.8616161645),1000.0,299
17221070990000,POINT (-87.6245162356 41.8623491296),3644.0,597
17223020521008,POINT (-87.6235204745 41.8605746611),35000.0,299
17223020521039,POINT (-87.6235204745 41.8605746611),17000.0,299
17223020521089,POINT (-87.6235204745 41.8605746611),1000.0,299
17221101351183,POINT (-87.6213988334 41.866858257),66699.0,299
17223050591001,POINT (-87.6259678886 41.8557423337),77734.0,599
17221101351242,POINT (-87.6213988334 41.866858257),111327.0,299
17221101351243,POINT (-87.6213988334 41.866858257),163492.0,299
17221101351272,POINT (-87.6213988334 41.866858257),245696.0,299
17221101351292,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351342,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351351,POINT (-87.6213988334 41.866858257),5453.0,299
17221101351353,POINT (-87.6213988334 41.866858257),5453.0,299
17221101351360,POINT (-87.6213988334 41.866858257),5425.0,299
17221101351369,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351412,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351465,POINT (-87.6213988334 41.866858257),2616.0,299
17221101351477,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351495,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351497,POINT (-87.6213988334 41.866858257),5425.0,299
17221101351522,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351540,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351546,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351563,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351597,POINT (-87.6213988334 41.866858257),3455.0,299
17221101351686,POINT (-87.6213988334 41.866858257),2425.0,299
17223050591019,POINT (-87.6259678886 41.8557423337),35000.0,299
17223071211061,POINT (-87.6234620525 41.8572848821),35000.0,299
17223071211077,POINT (-87.6234620525 41.8572848821),2500.0,299
17223071211120,POINT (-87.6234620525 41.8572848821),2500.0,299
17223071211143,POINT (-87.6234620525 41.8572848821),2500.0,299
17223071211144,POINT (-87.6234620525 41.8572848821),2500.0,299
17223071211154,POINT (-87.6234620525 41.8572848821),2500.0,299
17212140270000,POINT (-87.62823304 41.8647926012),86000.0,295
17212130690000,POINT (-87.6290901522 41.8641760396),96000.0,278
17223071211177,POINT (-87.6234620525 41.8572848821),26000.0,299
17223071211180,POINT (-87.6234620525 41.8572848821),32000.0,299
17221070830000,POINT (-87.6245114472 41.8621265367),72026.0,597
17223080760000,POINT (-87.6212301333 41.8559372883),36390.0,295
17223140331039,POINT (-87.6211607203 41.8552157798),29457.0,299
17223140331051,POINT (-87.6211607203 41.8552157798),21206.0,299
17223140331111,POINT (-87.6211607203 41.8552157798),2500.0,299
17223140331149,POINT (-87.6211607203 41.8552157798),2500.0,299
17223140331187,POINT (-87.6211607203 41.8552157798),2500.0,299
17223140331219,POINT (-87.6211607203 41.8552157798),2500.0,299
17223140331260,POINT (-87.6211607203 41.8552157798),31813.0,299
17223160071003,POINT (-87.6186896349 41.8554635734),24227.0,299
17223160071079,POINT (-87.6186896349 41.8554635734),3000.0,299
17223160071113,POINT (-87.6186896349 41.8554635734),3000.0,299
17221101351022,POINT (-87.6213988334 41.866858257),85715.0,299
17221101351075,POINT (-87.6213988334 41.866858257),57648.0,299
17223150661066,POINT (-87.6195272952 41.8546057239),2996.0,299
17223150661102,POINT (-87.6195272952 41.8546057239),2996.0,299
17223150661126,POINT (-87.6195272952 41.8546057239),2996.0,299
17223150661132,POINT (-87.6195272952 41.8546057239),2996.0,299
17223150661199,POINT (-87.6195272952 41.8546057239),30175.0,299
17223150661203,POINT (-87.6195272952 41.8546057239),17189.0,299
17223050220000,POINT (-87.6263724685 41.85764283),23758.0,590
17223180170000,POINT (-87.6242213986 41.8536748931),134923.0,318
17221050371012,POINT (-87.6232191119 41.8648028163),83001.0,299
17221050531072,POINT (-87.623702005 41.8654123385),38441.0,299
17221050531082,POINT (-87.623702005 41.8654123385),25401.0,299
17221050531101,POINT (-87.623702005 41.8654123385),37750.0,299
17221050531076,POINT (-87.623702005 41.8654123385),36384.0,299
17221050531131,POINT (-87.623702005 41.8654123385),32950.0,299
17221050531139,POINT (-87.623702005 41.8654123385),38435.0,299
17221050531153,POINT (-87.623702005 41.8654123385),38441.0,299
17223030970000,POINT (-87.6212380937 41.8589532758),100000.0,295
17223070571033,POINT (-87.6234700632 41.857641274),21792.0,299
17223070571034,POINT (-87.6234700632 41.857641274),25424.0,299
17223070571057,POINT (-87.6234700632 41.857641274),1817.0,299
17223070571062,POINT (-87.6234700632 41.857641274),1362.0,299
17223070571067,POINT (-87.6234700632 41.857641274),1362.0,299
17223070571077,POINT (-87.6234700632 41.857641274),1362.0,299
17223070571094,POINT (-87.6234700632 41.857641274),1362.0,299
17223070680000,POINT (-87.6229688895 41.8571094461),77188.0,295
17223140331038,POINT (-87.6211607203 41.8552157798),24749.0,299
17223140331089,POINT (-87.6211607203 41.8552157798),31807.0,299
17223140331113,POINT (-87.6211607203 41.8552157798),2500.0,299
17223140331155,POINT (-87.6211607203 41.8552157798),2500.0,299
17223140331244,POINT (-87.6211607203 41.8552157798),24742.0,299
17223140331251,POINT (-87.6211607203 41.8552157798),29462.0,299
17223140331254,POINT (-87.6211607203 41.8552157798),40060.0,299
17223160071098,POINT (-87.6186896349 41.8554635734),3000.0,299
17221030440000,POINT (-87.6269343856 41.8642171644),28746.0,390
17221101351001,POINT (-87.6213988334 41.866858257),83260.0,299
17221101351019,POINT (-87.6213988334 41.866858257),124118.0,299
17221101351024,POINT (-87.6213988334 41.866858257),84144.0,299
17221101351061,POINT (-87.6213988334 41.866858257),130999.0,299
17221101351103,POINT (-87.6213988334 41.866858257),137909.0,299
17221101351110,POINT (-87.6213988334 41.866858257),66699.0,299
17223080700000,POINT (-87.6208907395 41.8556592394),9506.0,241
17221060290000,POINT (-87.626196676 41.8636673287),690569.0,597
17223071211027,POINT (-87.6234620525 41.8572848821),27000.0,299
17223071211044,POINT (-87.6234620525 41.8572848821),34000.0,299
17223071211074,POINT (-87.6234620525 41.8572848821),2500.0,299
17223071211182,POINT (-87.6234620525 41.8572848821),35000.0,299
17223071211184,POINT (-87.6234620525 41.8572848821),35001.0,299
17223071211188,POINT (-87.6234620525 41.8572848821),90000.0,299
17223090460000,POINT (-87.6196811956 41.8575936944),70000.0,295
17223100251013,POINT (-87.6186647779 41.8562800914),52705.0,299
17223100251078,POINT (-87.6186647779 41.8562800914),46161.0,299
17223100251094,POINT (-87.6186647779 41.8562800914),23019.0,299
17223100251099,POINT (-87.6186647779 41.8562800914),44510.0,299
17223100251112,POINT (-87.6186647779 41.8562800914),44502.0,299
17223100251132,POINT (-87.6186647779 41.8562800914),34559.0,299
